UDALERRIA / MUNICIPIO;13/05;14/05;15/05;16/05;17/05;18/05;19/05;20/05;21/05;22/05;23/05;24/05;25/05;26/05;27/05;28/05;29/05;30/05;31/05;01/06;02/06;03/06;04/06;05/06;06/06;07/06;08/06;09/06;10/06;11/06;12/06;13/06;14/06;15/06;16/06;17/06;18/06;19/06;20/06;21/06;23/06;24/06;25/06;26/06;27/06;28/06;29/06;30/06;01/07;02/07;03/07;04/07;05/07;06/07;07/07;08/07;09/07;10/07;11/07;12/07;13/07;14/07;15/07;16/07;17/07;18/07;19/07;20/07;21/07;22/07;23/07;24/07;25/07;26/07;27/07;28/07;29/07;30/07;31/07;01/08;02/08;03/08;04/08;05/08;06/08;07/08;08/08;09/08;10/08;11/08;12/08;13/08;14/08;15/08;16/08;17/08;18/08;19/08;20/08;21/08;22/08;23/08;24/08;25/08;26/08;27/08;28/08;29/08;30/08;31/08;1/09;2/09;3/09;4/09;5/09;6/09;7/09;8/09;9/09;10/09;11/09;12/09;13/09;14/09;15/09;16/09;17/09;18/09;19/09;20/09;21/09;22/09;23/09;24/09;25/09;26/09;27/09;28/09;29/09;30/09;01/10;02/10;03/10;04/10;05/10;06/10;07/10;08/10;09/10;10/10;11/10;12/10;13/10;14/10;15/10;16/10;17/10;18/10;19/10;20/10;21/10;22/10;23/10;24/10;25/10;26/10;27/10;28/10;29/10;30/10;31/10;01/11;02/11;03/11;04/11;05/11;06/11;07/11;08/11;09/11;10/11;11/11;12/11;13/11;14/11;15/11;16/11;17/11;
Bidania-Goiatz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;2;1;2;2;3;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;
Deba;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;2;0;0;0;1;1;0;0;1;0;3;5;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;1;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;2;0;2;1;0;0;1;0;1;4;0;2;5;8;8;3;5;0;5;2;5;2;2;8;0;2;5;3;0;6;0;3;1;1;0;0;1;0;1;8;2;1;1;0;1;1;4;3;1;5;1;6;0;2;6;2;1;3;4;0;10;3;2;8;4;3;2;11;4;5;5;6;7;10;9;7;11;8;11;6;10;6;
Donostia / San Sebasti�n;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;3;0;1;0;3;1;1;0;0;1;0;0;0;0;1;2;4;1;3;0;10;6;3;6;3;4;0;1;2;5;11;7;3;11;9;12;6;11;5;2;9;8;13;19;10;21;17;10;17;18;23;32;21;17;16;19;16;50;45;60;73;66;91;114;93;95;76;50;61;59;58;79;111;64;63;58;99;54;65;52;49;34;27;40;54;40;45;25;35;20;40;36;40;21;18;23;21;40;42;51;30;21;20;20;39;40;36;44;47;22;33;24;82;64;77;69;52;58;75;110;109;100;75;62;87;89;124;111;127;141;99;131;111;159;173;155;124;125;108;122;177;145;119;121;67;109;121;
Eibar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;4;10;11;21;24;10;14;14;17;13;18;3;16;14;6;10;10;1;4;1;1;1;2;6;3;8;3;1;5;4;2;1;0;0;2;1;4;0;2;4;0;3;3;1;3;0;2;7;1;5;4;0;2;6;2;3;7;6;11;4;5;1;5;9;7;4;8;3;3;2;7;5;4;0;5;3;4;0;0;3;6;1;5;4;11;10;12;5;12;6;5;9;16;16;13;14;12;11;14;6;31;20;15;20;40;27;45;45;47;42;46;54;41;46;47;49;41;72;25;53;56;58;57;28;33;51;
Elduain;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
Elgeta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0;1;2;0;0;1;0;1;1;0;0;0;0;0;1;0;1;2;0;2;
Elgoibar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;1;0;1;0;2;3;1;3;2;3;0;0;2;2;2;0;1;4;1;0;1;0;3;3;4;10;7;10;2;9;3;3;6;3;7;0;2;0;4;0;1;0;2;6;0;0;2;1;2;1;2;2;0;1;3;2;0;1;1;0;0;0;1;2;2;0;0;1;1;5;1;3;0;3;5;4;5;5;1;3;1;3;1;4;3;2;5;4;5;5;3;1;1;6;2;2;15;10;4;15;9;4;9;6;8;7;6;8;9;7;8;8;4;10;7;9;6;12;11;7;11;17;7;7;17;13;12;6;7;10;
Errenteria;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;7;1;3;0;3;0;0;0;0;0;1;1;0;1;2;6;2;1;0;1;1;6;0;0;2;1;0;3;3;6;3;5;5;2;11;16;17;14;11;6;2;7;8;6;8;2;5;2;18;8;7;6;8;5;7;3;6;14;9;8;7;6;6;3;5;11;8;8;7;11;9;6;11;9;6;7;17;8;7;7;14;6;4;10;18;14;14;11;18;11;23;16;26;27;14;17;33;15;27;29;26;16;22;19;25;45;19;37;19;15;25;39;42;23;21;27;13;30;16;
Errezil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;1;1;0;2;1;0;3;0;1;6;3;4;4;1;2;3;1;2;1;1;3;2;0;0;0;1;1;1;1;0;2;1;0;1;2;0;1;0;1;1;
Eskoriatza;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;3;1;4;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;2;0;5;0;0;0;0;0;0;0;0;0;0;2;0;1;0;4;2;0;0;1;1;0;0;0;1;1;0;3;0;0;1;2;3;4;3;3;5;1;0;4;4;1;4;4;0;2;1;3;3;6;8;3;5;6;
Ezkio-Itsaso;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
Gabiria;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Gaintza;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;2;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Gaztelu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;
Getaria;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;2;3;0;0;1;2;0;0;0;1;0;0;2;0;0;2;0;3;2;1;4;1;0;1;1;1;3;0;0;0;3;2;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;2;0;2;3;0;0;4;2;0;2;2;4;3;6;1;2;0;1;2;2;3;1;3;1;2;1;3;5;2;4;0;2;
Hernani;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;1;0;1;0;0;2;0;0;0;0;0;0;1;1;2;3;1;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;2;3;1;1;1;1;1;4;4;6;6;3;1;4;9;3;4;0;10;4;9;26;8;7;7;6;11;6;6;8;5;5;2;6;12;12;3;10;8;2;5;1;2;1;4;2;1;3;3;2;3;1;0;3;2;2;4;2;12;8;2;3;6;7;19;14;8;10;7;17;9;27;23;17;22;11;17;20;17;20;28;9;29;26;27;20;46;16;14;25;21;21;29;11;10;18;4;12;
Hernialde;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;1;0;0;0;2;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;1;0;1;0;0;1;0;0;3;0;0;1;2;0;1;0;2;0;0;0;0;0;0;0;0;0;0;
Hondarribia;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;1;2;3;2;2;0;0;0;2;2;0;5;0;3;5;3;0;2;6;2;2;4;5;2;8;5;6;5;4;6;0;1;4;2;9;2;5;3;3;3;1;2;1;2;4;5;2;1;0;5;3;7;4;3;0;5;2;1;1;6;1;3;2;6;1;2;4;5;4;4;12;2;4;7;12;6;8;4;9;7;3;3;8;9;9;12;10;6;4;9;6;6;11;1;5;3;8;3;4;1;
Ibarra;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;1;0;1;0;0;2;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;2;0;0;0;1;4;4;4;1;1;0;1;2;1;1;3;2;1;3;1;0;0;1;4;0;1;1;4;1;4;1;0;0;0;0;4;1;2;0;5;4;7;1;2;0;0;0;0;1;0;4;4;2;0;1;2;0;1;3;2;2;3;3;2;7;8;0;4;4;4;4;5;3;1;0;3;5;5;5;4;0;0;6;2;3;3;1;2;3;1;
Idiazabal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;4;0;1;0;5;1;1;5;0;2;1;0;5;1;3;1;0;1;1;2;1;0;2;0;1;1;0;0;0;0;0;0;0;
Ikaztegieta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;3;6;4;3;1;1;0;0;0;0;0;5;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;2;2;0;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;
Irun;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0;3;0;0;0;1;1;2;0;0;1;0;2;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;3;3;5;0;1;1;0;2;1;1;3;4;1;2;5;6;2;4;5;8;3;3;9;5;15;14;6;10;8;7;13;14;16;21;17;7;17;13;24;9;14;19;16;14;9;13;10;4;9;8;18;14;4;5;8;17;8;10;8;7;3;9;7;12;8;7;11;3;3;11;6;25;15;17;10;19;13;22;12;30;13;12;24;9;23;31;47;26;34;52;23;35;35;35;22;17;32;51;47;47;27;28;46;37;34;40;53;37;32;23;31;38;
Irura;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;1;1;0;0;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;1;0;1;0;2;0;0;0;0;0;0;0;1;0;1;0;3;0;0;0;0;1;1;3;1;2;3;0;2;3;1;0;1;1;0;0;2;0;2;1;2;2;0;0;0;1;0;0;0;0;0;
Itsasondo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;1;0;1;1;0;1;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
Larraul;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;2;0;0;0;0;
Lasarte-Oria;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;0;0;1;10;2;4;0;0;4;0;0;0;0;0;0;2;3;5;3;12;0;5;13;12;19;2;7;6;0;12;7;9;8;17;2;5;8;12;5;9;5;2;3;5;3;5;3;2;4;0;2;2;4;3;1;1;2;2;3;3;4;2;8;10;10;2;4;3;2;2;7;4;12;7;8;2;4;4;16;7;12;4;7;6;6;15;7;23;8;9;12;18;11;24;19;9;14;7;9;19;8;16;12;8;6;6;7;
Lazkao;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;2;0;0;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;2;1;2;0;0;2;0;1;0;0;2;0;0;0;1;1;0;0;1;0;1;1;1;3;1;0;1;2;0;3;1;6;0;0;3;0;3;2;4;0;2;1;0;6;3;5;2;2;12;2;0;2;10;3;0;9;2;9;7;5;2;5;4;0;2;6;5;1;0;2;2;
Leaburu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;1;0;1;2;0;0;0;2;0;2;2;0;0;1;0;1;2;0;0;0;0;
Legazpi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;1;0;2;0;0;1;1;2;2;1;1;1;0;0;0;0;1;0;0;1;2;0;0;0;0;0;0;1;1;2;3;5;0;0;1;3;0;2;0;0;3;2;1;3;0;1;2;1;4;3;2;3;5;3;0;2;0;2;2;8;1;2;4;3;11;5;9;1;5;8;14;6;6;4;5;3;11;5;6;9;9;6;6;8;1;6;8;1;1;4;1;3;
Legorreta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;4;1;0;3;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;2;3;0;2;1;1;1;0;1;0;1;1;0;4;0;0;0;0;0;0;0;2;0;1;4;1;1;2;5;6;3;0;1;0;1;1;1;3;1;0;1;2;
Leintz-Gatzaga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Lezo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;3;3;2;3;2;1;1;1;7;3;0;1;0;2;1;0;0;2;0;0;0;5;0;7;5;0;3;2;1;1;0;1;1;0;1;4;0;2;1;0;0;2;1;0;2;2;2;3;1;3;2;7;2;2;8;8;3;5;12;3;5;4;5;9;4;2;5;3;3;1;5;6;5;5;1;6;8;7;4;3;1;2;0;0;
Lizartza;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;
Mendaro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;4;2;1;2;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;3;2;1;2;1;1;2;1;0;0;1;6;1;0;0;0;1;0;1;0;1;0;0;0;1;1;1;3;1;0;1;3;1;2;0;1;0;1;1;1;5;2;2;0;
Mutiloa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Mutriku;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;1;0;1;3;0;2;0;6;1;2;4;4;10;7;4;1;8;4;3;3;1;4;2;1;3;1;2;2;2;1;0;0;2;0;0;1;0;0;0;1;1;0;1;0;0;0;2;0;0;1;0;0;0;1;1;3;0;2;0;0;0;2;1;0;4;1;0;0;0;0;2;1;2;2;5;2;2;2;1;0;4;2;2;0;2;2;0;1;0;3;0;2;1;1;0;5;3;2;1;5;5;6;5;3;5;2;6;2;
Oiartzun;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;0;2;1;0;2;0;0;1;2;0;0;1;2;0;1;0;0;0;0;3;1;0;0;1;3;2;6;1;1;3;1;1;1;0;0;0;1;0;0;0;1;0;1;0;0;1;2;2;0;1;4;3;2;0;1;0;1;1;2;1;0;1;3;1;1;1;4;7;8;1;3;6;0;3;5;9;8;6;4;5;4;6;5;5;5;5;6;7;8;3;7;1;7;8;8;4;3;4;0;0;5;
Olaberria;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;1;0;0;2;1;2;0;0;1;0;0;3;0;0;0;3;0;0;1;2;2;0;2;0;1;0;1;0;1;0;0;
O�ati;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;1;0;0;0;5;1;2;1;2;2;1;6;1;0;1;0;0;0;0;0;1;0;1;1;0;1;5;1;0;1;2;1;2;4;0;1;6;0;2;0;1;1;1;1;3;0;7;3;3;4;0;5;2;5;2;0;2;0;1;3;0;0;3;0;0;3;1;1;1;1;3;0;3;1;2;2;6;1;7;2;8;16;2;7;3;2;5;4;12;7;5;1;2;7;7;6;12;15;4;3;10;4;14;11;15;7;3;23;10;8;18;5;2;6;5;
Ordizia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;6;11;9;7;2;1;1;0;0;0;0;2;7;2;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;2;4;0;0;1;0;1;0;1;1;0;3;0;2;1;1;0;10;2;3;0;2;3;2;0;2;4;1;3;6;3;1;0;0;0;0;4;0;6;1;1;6;3;1;4;2;1;6;0;0;2;1;0;0;3;0;5;3;0;3;1;11;4;3;14;11;8;5;21;10;16;17;5;13;24;18;16;26;6;13;14;12;9;12;4;5;12;12;6;6;13;3;3;5;12;5;6;5;4;10;9;
